project,project_path,worker_name,session_id,harness,source_db,source_transcript,source_factory_logs,factory_session,spawn_id,spawn_at,cli,model,effort,transcript_join_key,transcript_joined,session_first_at,session_last_at,task_id,task_title,task_status,task_closed,task_created_at,task_closed_at,lease_acquired_at,lease_released_at,lease_terminal_event,send_back_count,urgent_stop_count,merge_required_count,close_reason,first_push_at,minutes_to_first_push,input_tokens,cached_input_tokens,cache_creation_input_tokens,output_tokens,reasoning_tokens,tool_calls,cost_usd,horizon_date,cost_usd_current
cas-src,/home/pippenz/Petrastella/cas-src,codex-watchful-merlin-41-3849b5c1-8733-419f-b642-78d9d0bc574b,db:unknown:codex-watchful-merlin-41-3849b5c1-8733-419f-b642-78d9d0bc574b,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-watchful-merlin-41-3849b5c1-8733-419f-b642-78d9d0bc574b,no,,,cas-fe6f,Pre-gate sweep fix (cas-ac2c tip 9765e194): five close_ops::epic_status_gate_tests fail after the cas-9f64 batched-snapshot change (anchor/superseded/squash/vanished-branch cases),closed,yes,2026-09-10T14:09:00.315Z,2026-09-10T14:23:16.509Z,2026-09-10T14:09:44.923Z,2026-09-10T14:22:29.644Z,released,0,0,2,"Supervisor review passed and merge verified: 4ab08254c3825fe7617a7397ea103fd7be3a8b3b is an ancestor of origin/epic/epic-github-issue-burn-down-v26-factory-lifecycle-cas-ac2c at 15426431435a8f69827f246799946960c3a499bc. Delivered snapshot child-ref/origin fallback and ordered anchor reconciliation fix. Fresh committed-HEAD proofs remain epic_status_gate_tests 58/58, epic_close_gate 3/3, and cargo check -p cas --lib --tests exit 0; worktree clean.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-bright-shark-66-4fdacfec-59fb-420a-8f6a-c7c4878192e1,db:unknown:codex-bright-shark-66-4fdacfec-59fb-420a-8f6a-c7c4878192e1,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-bright-shark-66-4fdacfec-59fb-420a-8f6a-c7c4878192e1,no,,,cas-aaf5,"Release blocker 3.24.0 (gate run 1, archive-mode): hub_clean_home_test::clean_home_tailscale_stop_reports_removal_after_serve_exit_teardown reports public_url Null instead of the Tailscale URL",closed,yes,2026-09-10T15:04:42.127Z,2026-09-10T15:31:49.772Z,2026-09-10T15:05:14.106Z,2026-09-10T15:30:56.143Z,released,0,0,2,"Supervisor review passed and merge verified: 339040afb7e25821abc4ebe0b6f790fcda7a969c is reachable from origin/epic/epic-github-issue-burn-down-v26-factory-lifecycle-cas-ac2c at 2f358fa899bdef9a958c8e7de042ef6dabbe7876. Delivered product-race readiness fix with current-version fail-closed lock metadata and Tailscale startup-record checks; legacy compatibility and cas-be89 guard preserved. Fresh proof receipts: faithful named test 20/20, hub_clean_home_test 11/11, cargo check -p cas --lib --tests exit 0; worktree clean.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-noble-hound-90-45720175-6514-436e-a6cd-fe8d3671ac3a,db:unknown:codex-noble-hound-90-45720175-6514-436e-a6cd-fe8d3671ac3a,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-noble-hound-90-45720175-6514-436e-a6cd-fe8d3671ac3a,no,,,cas-efd4,"Release blocker 3.24.0 (merge queue run 34499117692): macOS Check fails to compile — never-type fallback in hub/runtime.rs:443 etime parser (`!: FromStr`, `cannot multiply ! by i32`) cascades across the crate",closed,yes,2026-09-10T16:20:57.469Z,2026-09-10T16:33:42.179Z,2026-09-10T16:21:43.959Z,2026-09-10T16:32:35.926Z,released,0,0,1,"Supervisor review passed and merge verified: 31f31f5b521d042a961062dea6c8610f4fa4a0ca is reachable from origin/epic/epic-github-issue-burn-down-v26-factory-lifecycle-cas-ac2c at f94425be5bb60a5a3b8bdd25ec819d12c123bd7f; worktree is clean. Delivered explicit u64 elapsed-time parse targets and typed tuple in runtime.rs plus explicit u32 macOS ps snapshot targets in server_registry.rs, eliminating edition-2024 never-type fallback. Fresh proofs: cargo check -p cas --lib --tests exit 0; hub scoped tests 188/188; runtime scoped tests 300/300; server_registry scoped tests 17/17; fixed minimal Darwin-cfg parser repro exit 0. Local Darwin workspace check was blocked before Rust analysis by host cc rejecting -arch arm64 and -mmacosx-version-min=11.0; macOS CI owns that platform proof. Artifacts under /home/pippenz/.cas/artifacts/cas-efd4/.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-happy-stork-95-1aa7bfa6-1876-4ee4-8144-a89d778cb30f,db:unknown:codex-happy-stork-95-1aa7bfa6-1876-4ee4-8144-a89d778cb30f,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-happy-stork-95-1aa7bfa6-1876-4ee4-8144-a89d778cb30f,no,,,cas-3552,"Release gate: add a macOS-target compile row (`cargo check --workspace --tests --target aarch64-apple-darwin`) and a failure-log entry, so macOS-only never-type/cfg errors are caught before the merge queue",closed,yes,2026-09-10T16:21:36.297Z,2026-09-10T17:09:39.297Z,2026-09-10T16:22:05.436Z,2026-09-10T16:53:37.002Z,released,0,0,2,"PR #811 landed the pushed implementation on main at 530aa3e8b53522963933478cfb0cdfe2214ded7a. Verified origin/main contains fa88ed12fa12bcf8087def77108ac3c5652fa231 and the worktree is clean. Prior proof remains: real macos-check PASS 14.402s, release-gate 80/80, release-train 127/127, flavor drift 17/17.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db:unknown:8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,no,,,cas-556a,"Add `max` as a valid factory effort level: Effort enum, spawn schema, lane registry allowed_efforts per model (Claude Fable 5.1 / Opus 5 and OpenAI GPT-6 Astra support max), Codex `model_reasoning_effort=max` and Claude effort passthrough",closed,yes,2026-09-10T16:49:35.369Z,2026-09-10T17:51:47.914Z,2026-09-10T17:23:24.479Z,2026-09-10T17:31:44.416Z,released,0,0,1,"Landed on main 7331d9e3 via PR #813 (merge queue, macOS Check green). `max` is a valid effort for Fable/Opus/Astra/Sol, rejected for Luna (policy) and Haiku/Qwen; never a recipe default; Codex and Claude passthrough tested; sources cited, ultra noted as upstream-only; verification ver-7b03d07aed0b approved.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db:unknown:8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,no,,,cas-6261,Hub shows only supervisor sessions by default (workers hidden) on mobile and desktop; explicit off-by-default toggle reveals workers,closed,yes,2026-09-10T16:44:27.561Z,2026-09-10T16:57:25.179Z,2026-09-10T16:45:45.804Z,2026-09-10T16:55:42.888Z,released,0,0,1,"Merged by supervisor: factory/golden-falcon-43 e95c476b → epic cas-0081 at 55143cd4 (pushed). Hub lists supervisors only by default on phone and desktop; workers return only via the off-by-default control; WorkerGate keeps hidden worker panes out of the stream on both attach proxies. Hub tests 5/5, vitest 448/448, visual QA 10×2×2 zero findings, critique 4.8/5, dist committed; verification ver-2fe6addb6e0c approved.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db:unknown:8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,no,,,cas-7f81,"`operator` provenance class: one-line header `[cas #id operator <name>@<device> verified <age>s first|replay]`, and cas-supervisor/cas-worker rules that a verified operator message carries user authority",closed,yes,2026-09-10T16:45:00.193Z,2026-09-10T17:09:50.742Z,2026-09-10T16:57:50.638Z,2026-09-10T17:08:34.873Z,released,0,0,1,"Merged by supervisor: factory/golden-falcon-43 8b90cd39 → epic cas-fbc8 at a3275e19 (pushed). Operator provenance class (verified via QueueOrigin::PairedDevice stamp, never the label alone), one-line verified/unverified headers in MCP and hook renderers, authority rule in six skill mirrors pinned; all pinning targets green; verification ver-1d7d7382ecef approved.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db:unknown:8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,no,,,cas-d019,"Skill invocation friction: fuzzy ""did you mean"" on unknown skill names, ~/.local/bin on the agent PATH (or exa-search doc carries the export), and one canonical skill directory (GH #810)",closed,yes,2026-09-10T17:19:23.557Z,2026-09-10T18:25:04.685Z,2026-09-10T17:51:59.659Z,2026-09-10T18:00:41.543Z,released,0,0,2,"Landed on main 3c5511b9 via PR #815 (supervisor review PASS). Unknown skill names now get a nearest-match suggestion on `mcp__cas__skill show/use` (""Skill not found: ExaSearchSkill. Did you mean: exa-search?"") via case/separator-insensitive matching plus a bounded Levenshtein over stored skills, project .claude/skills and the builtin catalog (sync/skill_suggest.rs, 4 tests). Spawned factory agents get ~/.local/bin prepended to PATH when the inherited PATH lacks it and the directory exists (cas-pty test), so exa-search runs without a manual export; receipt from this freshly spawned worker in /home/pippenz/.cas/artifacts/cas-d019/receipts.md. `cas doctor --host` gains a ""duplicate skills"" row that warns when a skill name has divergent SKILL.md copies across account directories and names the canonical ~/.claude/skills copy; identical projections stay silent (doctor tests 104). Commit dfc13880 carries `Fixes #810`. Context headroom ~57%.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db:unknown:8ad54ee7-3aa5-4990-94f7-abd4f77afba9,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,8ad54ee7-3aa5-4990-94f7-abd4f77afba9,no,,,cas-e8df,"Stamp Commander messages from the authenticated device session: operator, device id, scopes and `operator_verified` recorded on the queued row; client-sent labels never define identity",closed,yes,2026-09-10T16:45:43.873Z,2026-09-10T17:23:08.500Z,2026-09-10T17:10:08.900Z,2026-09-10T17:18:52.363Z,released,0,0,1,"Merged by supervisor: factory/golden-falcon-43 e3d61eb7 → epic cas-fbc8 at f14f3c49 (pushed). Commander rows stamped from the authenticated device session (scopes, operator_verified, five additive columns), PairedDevice origin only when verified, spoofed labels discarded; verification ver-5bbf7da5f0b4 approved.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-zen-otter-40-fe2e2c3d-583d-4c48-a0a4-e6808dd4bf6e,db:unknown:codex-zen-otter-40-fe2e2c3d-583d-4c48-a0a4-e6808dd4bf6e,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-zen-otter-40-fe2e2c3d-583d-4c48-a0a4-e6808dd4bf6e,no,,,cas-11b01,"Implement Hub proposal #4 ""Supervisor conversations"" (phone + desktop): thread list → per-supervisor conversation showing the real pane text, prominent project badge, addressed composer using the verified operator reply path",closed,yes,2026-09-10T18:00:59.953Z,2026-09-17T22:28:04.697Z,2026-09-10T18:01:49.196Z,2026-09-10T18:10:34.419Z,released,0,0,1,"Delivery merged into epic 0081 at cbc3ae7c, shipped in 3.25.3, epic contained in main (v3.25.7). Supervisor proof receipt sp-ea16bae0 (6014 passed) recorded.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-zen-otter-40-fe2e2c3d-583d-4c48-a0a4-e6808dd4bf6e,db:unknown:codex-zen-otter-40-fe2e2c3d-583d-4c48-a0a4-e6808dd4bf6e,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-zen-otter-40-fe2e2c3d-583d-4c48-a0a4-e6808dd4bf6e,no,,,cas-cc1b,"Design study: 10 alternatives for a usable mobile Hub with matching desktop — self-contained HTML gallery with real current-state screenshots (1 and 2 connected systems), zoomable images, and a full-screen reader that works in portrait and landscape (Astra 6, heavy lane, max effort)",closed,yes,2026-09-10T16:45:17.507Z,2026-09-10T17:21:03.127Z,2026-09-10T16:45:51.420Z,2026-09-10T17:17:42.083Z,released,0,0,1,"Supervisor REVIEW PASS (notification 28723); fresh fetch verifies delivered 3a1edfe10049240dc183efa1e1f7238aaf45d9ad reachable on origin epic tip fdb81b0e9aeffea8407ac2da91171f8cf0548c42, ancestor check exit 0, worktree clean. Ten-proposal self-contained study, concept brief, Markdown, eight baseline captures and QA receipts delivered. Exact HTML SHA-256 91c04740f890b81ddac0a397a1658c4a02c4ca3bf3ff31be61562e975ad97e01; 8/8 real-build QA cells, 6/6 viewport/scheme pairs, 20/20 SVG checks, strict visual QA PASS with zero findings; CI 34507029717 success. Ledger /home/pippenz/.cas/artifacts/cas-cc1b/LEDGER.md; review artifact /home/pippenz/.cas/artifacts/cas-cc1b/index.html. Second host explicitly simulated; physical device/user validation unclaimed. Registered servers stopped and temporary paired devices revoked. Context headroom: 21%. Worker now holds for operator selection; no other task started.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-swift-lynx-60-5b8793d3-3068-4104-809f-40b926b8a45f,db:unknown:codex-swift-lynx-60-5b8793d3-3068-4104-809f-40b926b8a45f,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-swift-lynx-60-5b8793d3-3068-4104-809f-40b926b8a45f,no,,,cas-3428,"Task risk declarations: `risk` {blast-radius, platform, concurrency, none} required at create; blast-radius needs proof_targets and close rejects proofs narrower than the diff; platform and concurrency proofs required at close",closed,yes,2026-09-10T16:45:06.942Z,2026-09-10T17:33:26.354Z,2026-09-10T16:46:05.089Z,2026-09-10T17:32:53.056Z,released,0,0,2,"Supervisor close on behalf of swift-lynx-60 (9% context). Reviewed PASS and merged factory/swift-lynx-60 7331e2e2 → epic cas-cb2f at f2e71ca3 (pushed). Risk declarations required at task create with logged supervisor override; blast-radius closes rejected when proof is narrower than the diff (uncovered modules named); platform/concurrency closes require platform_proof/loaded_proof notes; skills updated in all mirrors within budget. Worker proof: full affected surface 6,314/6,314 with the scoped-proof guard covering the committed diff. Release-note impact: MCP task create now requires `risk` for task/bug/feature (breaking for callers that omit it).",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-kind-lark-11-1dd54962-ec78-41ce-9370-8f9366516267,db:unknown:codex-kind-lark-11-1dd54962-ec78-41ce-9370-8f9366516267,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-kind-lark-11-1dd54962-ec78-41ce-9370-8f9366516267,no,,,cas-7f59,Reply path to the operator: `coordination action=message target=operator` routes through the hub to the originating paired device as a Commander thread reply; supervisor skill answers operator messages on that channel,closed,yes,2026-09-10T16:44:00.777Z,2026-09-10T18:13:59.851Z,2026-09-10T17:10:52.783Z,2026-09-10T17:57:48.780Z,released,0,0,2,Merged by supervisor into epic fbc8 at d462d8d72042266c7023f167bba2076e49a5a211; migration fix and scoped m218 proof were delivered from factory/kind-lark-11.,,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-kind-lark-11-1dd54962-ec78-41ce-9370-8f9366516267,db:unknown:codex-kind-lark-11-1dd54962-ec78-41ce-9370-8f9366516267,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-kind-lark-11-1dd54962-ec78-41ce-9370-8f9366516267,no,,,cas-ffb6,"Send acknowledgment for operator messages: `SendMessage` carries a client_ref; daemon answers `MessageQueued { client_ref, notification_id, target }` so the Commander can correlate sent → acknowledged → replied",closed,yes,2026-09-10T18:13:13.046Z,2026-09-10T18:34:58.410Z,2026-09-10T18:13:39.481Z,2026-09-10T18:25:31.083Z,released,0,0,2,"a12cca03 (client_ref on SendMessage, DaemonMessage::MessageQueued relayed to the submitting device, hub-web onMessageQueued; protocol 21/21, delivery 117/117, hub-web 444/444, lane CI 34514206130 green) merged into epic fbc8 at ac1a84a0 and pushed. Worker kind-lark-11 is at 3% context, so the supervisor closes. Follow-up gap (early hub refusals drop client_ref) filed as cas-14df.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-happy-swan-89-4dac5d04-e2ef-49f9-820b-3f442427ca9d,db:unknown:codex-happy-swan-89-4dac5d04-e2ef-49f9-820b-3f442427ca9d,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-happy-swan-89-4dac5d04-e2ef-49f9-820b-3f442427ca9d,no,,,cas-df8d,Per-merge background workspace sweep (`coordination worktree_merge` launches a bounded no-fail-fast sweep on the merged tip and reports failures before the next merge) and a gate-rows-equal-CI-rows self-test,closed,yes,2026-09-10T16:44:20.191Z,2026-09-10T17:52:07.191Z,2026-09-10T17:23:41.490Z,2026-09-10T17:48:39.589Z,released,0,0,1,"Supervisor close on behalf of happy-swan-89 (8% context). Reviewed PASS and merged factory/happy-swan-89 0341a11a → epic cas-cb2f at ab65a9cd (pushed). Daemon-owned MergeSweepCoordinator runs one bounded `cargo nextest run --workspace --no-fail-fast` per merged epic tip (reusable .cas/epic-<id>-merge worktree, zig hardlink, build guard, supersession, timeout), records the result as an epic note and a sweep_failed relay when red; `[factory] merge_sweep` / `merge_sweep_timeout_secs` config; scripts/check-ci-gate-row-parity.sh + docs/ci/gate-exemptions.md with a mutation self-test in test-ci-test-tiers.sh. Worker proof: merge_sweep 5/5, config 7/7, CI-tier checks 729/729.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-keen-newt-65-9abb26f1-5161-4fa6-ae96-c4abee89fbd6,db:unknown:codex-keen-newt-65-9abb26f1-5161-4fa6-ae96-c4abee89fbd6,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-keen-newt-65-9abb26f1-5161-4fa6-ae96-c4abee89fbd6,no,,,cas-5ed1,Workspace-contract guard misses non-git file writes outside the worker worktree: a worker left a draft scripts/test-cas-image-generate.sh in the supervisor's primary checkout (blocked local main fast-forward),closed,yes,2026-09-10T16:58:17.233Z,2026-09-10T18:02:29.969Z,2026-09-10T17:34:11.617Z,2026-09-10T17:46:06.120Z,released,0,0,2,"Implemented and verified the factory workspace-contract fallback for cas_root=None, including direct file writes and shell redirection/copy/move forms; commit aaadf45ec161ec5448e4245af0185ee8abf1d9dd merged to main at 7cf9cd3f80a56524571896edd5b9a282d8134d2d. Scoped proof passed 98/98, factory_auto_approve 27/27, workspace_contract_tests 21/21, hook_schema 12/12; pushed branch was clean.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,33ec7cca-ceaf-4970-b14b-883063c73ceb,db:unknown:33ec7cca-ceaf-4970-b14b-883063c73ceb,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,33ec7cca-ceaf-4970-b14b-883063c73ceb,no,,,cas-3a7d,Pre-gate sweep fix (cas-cb2f tip ab65a9cd): mcp_proxy_test::connected_upstream_tool_error_then_transport_failure_recovers_once creates a fixture task without `risk` and is rejected by the new create rule,closed,yes,2026-09-10T17:55:22.705Z,2026-09-10T18:15:40.113Z,2026-09-10T17:55:45.218Z,2026-09-10T18:06:30.304Z,released,0,0,2,"Fixture fix e8a3edd0 (adds risk: ""none"" to the mcp_proxy_test create fixture; 15/15 mcp_proxy_test green per worker, lane CI 34512249939 green) merged into epic cb2f at 97ed3042 and pushed. Worker watchful-cardinal-89 was shut down for repeatedly committing in the primary checkout (GH #816 / cas-b891), so the supervisor closes on its behalf.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-silent-otter-37-7574a1ec-1934-47dd-8b43-2980345dcad4,db:unknown:codex-silent-otter-37-7574a1ec-1934-47dd-8b43-2980345dcad4,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-silent-otter-37-7574a1ec-1934-47dd-8b43-2980345dcad4,no,,,cas-b891,PreToolUse denies isolated-worker edits and `cd <primary> && git commit` in the primary checkout (GH #816),closed,yes,2026-09-10T18:04:37.322Z,2026-09-10T19:00:51.673Z,2026-09-10T18:05:41.191Z,2026-09-10T19:00:51.681Z,released,3,1,2,Supervisor-confirmed corrective delivery merged into epic/github-issue-burn-down-v27-factory-guard-gaps-gh-8-cas-1812 at 1cb2a138c7aeb74204bc0e8e613b35d770621f4e and pushed to origin. Amendment scoped suite passed 31/31 in receipt 374deff4-f50e-42f4-b131-cd6a758d9a7d; worker_commit_guard_tests passed 50/50; cargo check passed. The task's requested reset-hard and push-refspec resolved-root regressions are included.,,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-fast-gazelle-79-c2c9b47d-2cf4-4324-8d0a-2d69a51da343,db:unknown:codex-fast-gazelle-79-c2c9b47d-2cf4-4324-8d0a-2d69a51da343,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-fast-gazelle-79-c2c9b47d-2cf4-4324-8d0a-2d69a51da343,no,,,cas-11b01,"Implement Hub proposal #4 ""Supervisor conversations"" (phone + desktop): thread list → per-supervisor conversation showing the real pane text, prominent project badge, addressed composer using the verified operator reply path",closed,yes,2026-09-10T18:00:59.953Z,2026-09-17T22:28:04.697Z,2026-09-10T18:12:02.272Z,2026-09-10T18:40:05.620Z,released,0,0,1,"Delivery merged into epic 0081 at cbc3ae7c, shipped in 3.25.3, epic contained in main (v3.25.7). Supervisor proof receipt sp-ea16bae0 (6014 passed) recorded.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-fast-newt-49-6a35f893-4a0e-4f85-b295-25766552e07d,db:unknown:codex-fast-newt-49-6a35f893-4a0e-4f85-b295-25766552e07d,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-fast-newt-49-6a35f893-4a0e-4f85-b295-25766552e07d,no,,,cas-14df,Hub early refusals keep client_ref: multiplex `{code: forbidden}` and legacy-attach error envelopes carry the submitted client_ref so the Commander can mark that send rejected,closed,yes,2026-09-10T18:29:26.333Z,2026-09-10T19:02:31.520Z,2026-09-10T18:35:44.557Z,2026-09-10T18:55:36.442Z,released,0,0,2,"Supervisor merged the verified worker commit into epic fbc8 at cd926275707745ac1cc59e726777e7a98acfa089. Acceptance criteria delivered: legacy and multiplex refusal envelopes preserve submitted client_ref, hub-web correlates rejection to the pending send, and no-ref legacy shape remains unchanged. Local verification passed: scoped hub nextest 192/192, hub-web Vitest 448/448, typecheck, fixture visual QA 40 screenshots with 0 findings. QA ledger: /home/pippenz/.cas/artifacts/cas-14df/LEDGER.md.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-fast-marten-84-c73b6b07-c2eb-4533-b158-208c51309369,db:unknown:codex-fast-marten-84-c73b6b07-c2eb-4533-b158-208c51309369,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-fast-marten-84-c73b6b07-c2eb-4533-b158-208c51309369,no,,,cas-f7c8,"task close verifies delivery content from the task's content commits, not the branch tip, when the worker branch tip is a merge of the target (GH #819)",closed,yes,2026-09-10T18:48:57.893Z,2026-09-10T19:29:28.657Z,2026-09-10T18:49:50.995Z,2026-09-10T19:19:31.207Z,released,0,0,3,"Delivered c104532cb1138b545190967124348800b38e62d7 on factory/fast-marten-84; supervisor merged it into epic 1812 at e7cd9101549fa4c10c9a85fcdacea9932086f63f, which is now reachable from origin/epic/github-issue-burn-down-v27-factory-guard-gaps-gh-8-cas-1812. GH #819 merge-tip content attribution and GH #818 live target/evidence messaging and supervisor_override semantics are implemented. Verification: cargo check -p cas --lib --tests passed; scoped close_ops run passed 331 tests; git diff --check passed; worktree clean.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-bold-wolf-85-2a3085cd-73de-4af3-922d-b68006d8b43d,db:unknown:codex-bold-wolf-85-2a3085cd-73de-4af3-922d-b68006d8b43d,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-bold-wolf-85-2a3085cd-73de-4af3-922d-b68006d8b43d,no,,,cas-7b7b,"Truthful worker liveness: worker_status reports whether each worker is actually executing, idle-waiting, or dead (Codex/OpenAI workers especially), from process/turn evidence, in one fast call",closed,yes,2026-09-10T19:01:21.673Z,2026-09-10T19:54:02.883Z,2026-09-10T19:01:48.272Z,2026-09-10T19:54:03.356Z,released,3,0,2,"Supervisor merged and pushed the amended delivery 77a329186c79a40973d8f62883f1c8d9b1079183 into epic 1812 at 60d827317a047c84cc80d098a671415016767f33; local ancestry check confirms the merge contains the worker tip and worktree is clean. Worker liveness, summary/CLI views, shared director evidence and supervisor mirrors delivered. Original scoped validation passed 376 tests plus check/build; requested fingerprint amendment pin passed 1/1 (nextest b402a664-63dd-4566-a167-35d29cb7088b). Five-worker summary measured 19.612004ms; terminal QA summary/full passed. Evidence: /home/pippenz/.cas/artifacts/cas-7b7b/close-proof.md and fingerprint-pin.log.",,,0,0,0,0,0,0,,2026-09-10,
cas-src,/home/pippenz/Petrastella/cas-src,codex-quiet-finch-67-cd0b53dd-0479-4cc8-9cdd-ce2a1f49b3c7,db:unknown:codex-quiet-finch-67-cd0b53dd-0479-4cc8-9cdd-ce2a1f49b3c7,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-quiet-finch-67-cd0b53dd-0479-4cc8-9cdd-ce2a1f49b3c7,no,,,cas-3fb7,"Commander pairing on a supervised hub works by following the CLI's own guidance: no Tailscale-GUI startup wedge, `cas hub restart` understands launchd supervision, Serve publication works under launchd or the CLI says it cannot, and pairing codes survive the repair (GH #817)",closed,yes,2026-09-10T19:02:01.150Z,2026-09-10T19:43:54.616Z,2026-09-10T19:02:32.301Z,2026-09-10T19:29:26.505Z,released,0,0,2,"Supervisor merged factory delivery into epic at 8266f5579fd42c1062e33a3b8de91b80dedbb063. Focused hub proof remains 192/192, clean-home proof 11/11, and terminal-qa PASS; artifacts are under /home/pippenz/.cas/artifacts/cas-3fb7/.",,,0,0,0,0,0,0,,2026-09-10,
